node_id,name,description,unique_id,qr_id,timestamp
node-s-2in7v2,yama log e-paper,yama log QRe-paper,651b28d0fb4c85b5c009fa3cd9991cf8b9e0bb346e6ff8b5d434f1f591270c59,b7047a5440e847d6a27ef4583784a692,2026-04-25 13:41:47
