trial,local_time,timestamp_payload_generated,node_id,name,description,qr_id,unique_id,tx_ok,txhash,txhash_ms,display_ms,total_ms,broadcast_ms_node,height,code,gasWanted,gasUsed,timestamp_chain,sender,contract,network,value_len,subprocess_returncode,error_type,error,stderr
1,2026-04-25 15:16:33,2026-04-25 15:15:12,node-s-8215b,yama log e-paper,yama log QRe-paper,fad40cdba3ef49b49fa158ba130f3c76,b6097fd30f0aa2b39b10dc3a5c195ff1a30d4b5e5f575c70b5c3e30ecfa1d6b0,True,56EB5B077FE86AC338BAF34F6FF1087A729DEAA71C37BB39D8801FA4AF88A45F,45523.33,35978.346,81501.676,23519.946,122973524,0,1200000,167153,2026-04-25T06:15:52Z,inj1dnts5u5h5y9qnsfw060r0hy80jkkdmp75kz55t,inj1zrg7tv5phxmu8unjhhhnzvtus30dpluaqkeln5,testnet,221,0,,,
